1,0.955336,0.955336,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.912668,-0.912668,0.912668,0.912668,-0.955336,-0.955336
2,0.827427,0.827427,-0.67208,-0.67208,0.674001,0.674001,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.673936,-0.673936,0.673936,0.673936,-0.674001,-0.674001,0.67208,0.67208,-0.827427,-0.827427
3,0.636408,0.636413,-0.334546,-0.334555,0.347915,0.347922,-0.347162,-0.347172,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347164,0.347171,-0.347164,-0.347173,0.347163,0.34717,-0.347915,-0.347924,0.334547,0.334553,-0.636409,-0.636415
4,0.412777,0.41278,0.0244458,0.0244539,0.0203289,0.020318,-0.0165058,-0.0165072,0.0165285,0.0165176,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165308,-0.0165321,0.0165279,0.016517,-0.0165315,-0.0165328,0.0165029,0.016492,-0.0203319,-0.0203332,-0.0244481,-0.0244621,-0.412778,-0.412792
5,0.190885,0.19088,0.328865,0.328918,-0.224945,-0.224968,0.237769,0.237805,-0.237539,-0.237582,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237545,0.237581,-0.237547,-0.23759,0.237537,0.237573,-0.237771,-0.237814,0.224925,0.224962,-0.328869,-0.328919,-0.190885,-0.190873
6,0.00173854,0.00173497,0.519575,0.519671,-0.328749,-0.328765,0.361591,0.361667,-0.360507,-0.360544,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360545,0.360621,-0.360563,-0.3606,0.360491,0.360566,-0.361609,-0.361645,0.328729,0.328793,-0.519594,-0.519623,-0.00174264,-0.0017415
7,-0.132682,-0.132669,0.56726,0.567372,-0.271995,-0.271993,0.341156,0.341241,-0.337451,-0.337447,0.337707,0.337793,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337756,-0.337753,0.337706,0.337791,-0.337758,-0.337754,0.337403,0.337488,-0.341209,-0.341203,0.271941,0.272016,-0.567276,-0.567257,0.132666,0.13265
8,-0.203026,-0.203018,0.477339,0.477381,-0.0798082,-0.0798284,0.205064,0.205013,-0.194731,-0.194696,0.195935,0.195926,-0.195825,-0.19579,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195825,-0.195791,0.195923,0.195913,-0.195836,-0.195802,0.194829,0.19482,-0.204961,-0.204927,0.0798347,0.0799196,-0.477299,-0.477254,0.203015,0.202965
9,-0.213336,-0.213346,0.286318,0.286345,0.185673,0.185672,0.0139655,0.0139519,0.00959795,0.0096784,-0.00637941,-0.00635114,0.00651523,0.00659527,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651344,0.00659348,-0.00644163,-0.00641333,0.00651343,0.00659346,-0.00644361,-0.00641531,0.00645587,0.00653591,-0.00953317,-0.00950471,-0.0138732,-0.0138027,-0.185625,-0.185468,-0.286286,-0.286259,0.213369,0.213352
10,-0.178785,-0.178849,0.0508223,0.0509443,0.443743,0.443732,-0.158267,-0.158149,0.205398,0.205435,-0.197661,-0.197526,0.197957,0.19799,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197936,-0.1978,0.197944,0.197976,-0.197948,-0.197812,0.19768,0.197713,-0.205407,-0.205264,0.158313,0.158326,-0.443749,-0.443467,-0.0508309,-0.0509179,0.178861,0.17889
